ID,Composition,Space group number,a,b,c,alpha,beta,gamma,Ionic conductivity (S cm-1),DOI,CIF,Synthesis Method
3rh,Li52.0La24.0Nb10.0Y6.0O96.0,230,12.9488,12.9488,12.9488,90.0,90.0,90.0,0.00027,10.1021/jp304737x,Match,"Based on the provided paper, the synthesis method described is for novel Li-stuffed garnet-like compounds with the general formula Li$_{5+2x}$La$_3$Nb$_{2-x}$Y$_x$O$_{12}$ (where 0.05 $\leq x \leq$ 0.75). The specific materials listed in your request do not precisely match this stoichiometry. However, the processing method used for the garnet compounds in this paper is as follows:

**Method Name:** Solid-State Ceramic Technique (or Solid-State Reaction)

**Procedure Summary:**
The materials were prepared using a conventional solid-state ceramic technique. First, stoichiometric amounts of high-purity precursors (LiNO$_3$, preheated La$_2$O$_3$, Nb$_2$O$_5$, and Y(NO$_3$)$_3$) were weighed, with an additional 10 wt% excess of LiNO$_3$ added to compensate for lithium loss during high-temperature annealing. These precursors were then homogeneously mixed by ball milling at 200 rpm for 12 hours in 2-propanol using zirconium balls. This mixing step was performed both before and after an initial heat treatment. The mixed powders underwent an initial heat treatment at 700 °C for 6 hours. Subsequently, the resulting powders were pressed into pellets using an isostatic press. These pellets were then subjected to a two-stage sintering process in clean alumina crucibles, covered with ""mother powder"" to minimize volatilization.

**Key Conditions:**
*   **Precursors:** LiNO$_3$ (99%, Alfa Aesar, 10 wt% excess), La$_2$O$_3$ (99.99%, Alfa Aesar, preheated at 900 °C for 24 h), Nb$_2$O$_5$ (99.5%, Alfa Aesar), Y(NO$_3$)$_3$ (99.9%, Alfa Aesar).
*   **Mixing:** Ball milling at 200 rpm for 12 hours in 2-propanol using zirconium balls.
*   **Atmosphere:** Air (for all heat treatments).
*   **Crucible:** Clean alumina crucibles, with pellets covered by mother powder during sintering.
*   **Initial Heat Treatment:** 700 °C for 6 hours.
*   **Sintering Temperatures/Times:**
    *   First stage: 900 °C for 24 hours.
    *   Second stage: 1100 °C for 6 hours."
kh3,Li52.0La24.0Zr12.0Ta4.0O96.0,230,12.945,12.945,12.945,90.0,90.0,90.0,0.00092,10.1039/c2jm31413d,Close Match,"**Method Name:**
Conventional Solid-State Reaction

**Procedure Summary:**
The garnet-related oxides were prepared by combining stoichiometric amounts of precursor powders: lithium carbonate (Li$_2$CO$_3$), lanthanum oxide (La$_2$O$_3$, pre-heated at 900 °C for 12 hours), zirconium dioxide (ZrO$_2$), and tantalum pentoxide (Ta$_2$O$_5$). To compensate for lithium loss during subsequent high-temperature processing, a 10 wt% excess of Li$_2$CO$_3$ was added. The mixed powders were initially ground, then heated to 900 °C to decompose the metal salts. After this initial heat treatment, the powders were ground again, pressed into a pellet, and finally annealed. During the final annealing step, the pellet was covered with the same mother powder and placed in an alumina crucible.

**Key Conditions:**
The final annealing conditions varied depending on the composition (x value):
*   **For Li56.0La24.0Zr16.0O96.0 (x=0):** Annealed at 1230 °C for 36 hours in air.
*   **For Li54.4La24.0Zr14.4Ta1.6O96.0 (x=0.2), Li52.8La24.0Zr12.8Ta3.2O96.0 (x=0.4), Li52.0La24.0Zr12.0Ta4.0O96.0 (x=0.5), and Li51.2La24.0Zr11.2Ta4.8O96.0 (x=0.6):** Annealed at 1140 °C for 16 hours in air.
*   **For Li49.6La24.0Zr9.6Ta6.4O96.0 (x=0.8) and Li48.0La24.0Zr8.0Ta8.0O96.0 (x=1.0):** Annealed at 1120 °C for 8 hours in air.

All annealing steps were performed in an alumina crucible with the pellet covered by mother powder."
zqx,Li52.8La24.0Zr12.8Ta3.2O96.0,230,12.948,12.948,12.948,90.0,90.0,90.0,0.00073,10.1039/c2jm31413d,No Match,"**Method Name:**
Conventional Solid-State Reaction

**Procedure Summary:**
The garnet-related oxides were prepared by combining stoichiometric amounts of precursor powders: lithium carbonate (Li$_2$CO$_3$), lanthanum oxide (La$_2$O$_3$, pre-heated at 900 °C for 12 hours), zirconium dioxide (ZrO$_2$), and tantalum pentoxide (Ta$_2$O$_5$). To compensate for lithium loss during subsequent high-temperature processing, a 10 wt% excess of Li$_2$CO$_3$ was added. The mixed powders were initially ground, then heated to 900 °C to decompose the metal salts. After this initial heat treatment, the powders were ground again, pressed into a pellet, and finally annealed. During the final annealing step, the pellet was covered with the same mother powder and placed in an alumina crucible.

**Key Conditions:**
The final annealing conditions varied depending on the composition (x value):
*   **For Li56.0La24.0Zr16.0O96.0 (x=0):** Annealed at 1230 °C for 36 hours in air.
*   **For Li54.4La24.0Zr14.4Ta1.6O96.0 (x=0.2), Li52.8La24.0Zr12.8Ta3.2O96.0 (x=0.4), Li52.0La24.0Zr12.0Ta4.0O96.0 (x=0.5), and Li51.2La24.0Zr11.2Ta4.8O96.0 (x=0.6):** Annealed at 1140 °C for 16 hours in air.
*   **For Li49.6La24.0Zr9.6Ta6.4O96.0 (x=0.8) and Li48.0La24.0Zr8.0Ta8.0O96.0 (x=1.0):** Annealed at 1120 °C for 8 hours in air.

All annealing steps were performed in an alumina crucible with the pellet covered by mother powder."
o5q,Li54.4La24.0Zr14.4Ta1.6O96.0,230,12.964,12.964,12.964,90.0,90.0,90.0,0.00028,10.1039/c2jm31413d,Close Match,"**Method Name:**
Conventional Solid-State Reaction

**Procedure Summary:**
The garnet-related oxides were prepared by combining stoichiometric amounts of precursor powders: lithium carbonate (Li$_2$CO$_3$), lanthanum oxide (La$_2$O$_3$, pre-heated at 900 °C for 12 hours), zirconium dioxide (ZrO$_2$), and tantalum pentoxide (Ta$_2$O$_5$). To compensate for lithium loss during subsequent high-temperature processing, a 10 wt% excess of Li$_2$CO$_3$ was added. The mixed powders were initially ground, then heated to 900 °C to decompose the metal salts. After this initial heat treatment, the powders were ground again, pressed into a pellet, and finally annealed. During the final annealing step, the pellet was covered with the same mother powder and placed in an alumina crucible.

**Key Conditions:**
The final annealing conditions varied depending on the composition (x value):
*   **For Li56.0La24.0Zr16.0O96.0 (x=0):** Annealed at 1230 °C for 36 hours in air.
*   **For Li54.4La24.0Zr14.4Ta1.6O96.0 (x=0.2), Li52.8La24.0Zr12.8Ta3.2O96.0 (x=0.4), Li52.0La24.0Zr12.0Ta4.0O96.0 (x=0.5), and Li51.2La24.0Zr11.2Ta4.8O96.0 (x=0.6):** Annealed at 1140 °C for 16 hours in air.
*   **For Li49.6La24.0Zr9.6Ta6.4O96.0 (x=0.8) and Li48.0La24.0Zr8.0Ta8.0O96.0 (x=1.0):** Annealed at 1120 °C for 8 hours in air.

All annealing steps were performed in an alumina crucible with the pellet covered by mother powder."
0ew,Li48.0La24.0Zr8.0Ta8.0O96.0,230,12.891,12.891,12.891,90.0,90.0,90.0,0.00016,10.1039/c2jm31413d,No Match,"**Method Name:**
Conventional Solid-State Reaction

**Procedure Summary:**
The garnet-related oxides were prepared by combining stoichiometric amounts of precursor powders: lithium carbonate (Li$_2$CO$_3$), lanthanum oxide (La$_2$O$_3$, pre-heated at 900 °C for 12 hours), zirconium dioxide (ZrO$_2$), and tantalum pentoxide (Ta$_2$O$_5$). To compensate for lithium loss during subsequent high-temperature processing, a 10 wt% excess of Li$_2$CO$_3$ was added. The mixed powders were initially ground, then heated to 900 °C to decompose the metal salts. After this initial heat treatment, the powders were ground again, pressed into a pellet, and finally annealed. During the final annealing step, the pellet was covered with the same mother powder and placed in an alumina crucible.

**Key Conditions:**
The final annealing conditions varied depending on the composition (x value):
*   **For Li56.0La24.0Zr16.0O96.0 (x=0):** Annealed at 1230 °C for 36 hours in air.
*   **For Li54.4La24.0Zr14.4Ta1.6O96.0 (x=0.2), Li52.8La24.0Zr12.8Ta3.2O96.0 (x=0.4), Li52.0La24.0Zr12.0Ta4.0O96.0 (x=0.5), and Li51.2La24.0Zr11.2Ta4.8O96.0 (x=0.6):** Annealed at 1140 °C for 16 hours in air.
*   **For Li49.6La24.0Zr9.6Ta6.4O96.0 (x=0.8) and Li48.0La24.0Zr8.0Ta8.0O96.0 (x=1.0):** Annealed at 1120 °C for 8 hours in air.

All annealing steps were performed in an alumina crucible with the pellet covered by mother powder."
a6v,Li43.2La24.0Nb14.4Y6.0O96.0,230,12.9488,12.9488,12.9488,90.0,90.0,90.0,2.51e-05,10.1021/jp304737x,No Match,"Based on the provided paper, the synthesis method described is for novel Li-stuffed garnet-like compounds with the general formula Li$_{5+2x}$La$_3$Nb$_{2-x}$Y$_x$O$_{12}$ (where 0.05 $\leq x \leq$ 0.75). The specific materials listed in your request do not precisely match this stoichiometry. However, the processing method used for the garnet compounds in this paper is as follows:

**Method Name:** Solid-State Ceramic Technique (or Solid-State Reaction)

**Procedure Summary:**
The materials were prepared using a conventional solid-state ceramic technique. First, stoichiometric amounts of high-purity precursors (LiNO$_3$, preheated La$_2$O$_3$, Nb$_2$O$_5$, and Y(NO$_3$)$_3$) were weighed, with an additional 10 wt% excess of LiNO$_3$ added to compensate for lithium loss during high-temperature annealing. These precursors were then homogeneously mixed by ball milling at 200 rpm for 12 hours in 2-propanol using zirconium balls. This mixing step was performed both before and after an initial heat treatment. The mixed powders underwent an initial heat treatment at 700 °C for 6 hours. Subsequently, the resulting powders were pressed into pellets using an isostatic press. These pellets were then subjected to a two-stage sintering process in clean alumina crucibles, covered with ""mother powder"" to minimize volatilization.

**Key Conditions:**
*   **Precursors:** LiNO$_3$ (99%, Alfa Aesar, 10 wt% excess), La$_2$O$_3$ (99.99%, Alfa Aesar, preheated at 900 °C for 24 h), Nb$_2$O$_5$ (99.5%, Alfa Aesar), Y(NO$_3$)$_3$ (99.9%, Alfa Aesar).
*   **Mixing:** Ball milling at 200 rpm for 12 hours in 2-propanol using zirconium balls.
*   **Atmosphere:** Air (for all heat treatments).
*   **Crucible:** Clean alumina crucibles, with pellets covered by mother powder during sintering.
*   **Initial Heat Treatment:** 700 °C for 6 hours.
*   **Sintering Temperatures/Times:**
    *   First stage: 900 °C for 24 hours.
    *   Second stage: 1100 °C for 6 hours."
dbs,Li52.0La24.0Zr12.0Ta4.0O96.0,230,12.954,12.954,12.954,90.0,90.0,90.0,0.000794,10.3389/fenrg.2016.00028,No Match,"**Method Name:**
Conventional Solid State Reaction Method

**Procedure Summary:**
Stoichiometric amounts of precursor materials, specifically LiOH⋅H2O (with a 10% excess to compensate for lithium evaporation), La(OH)3, BaCO3, ZrO2, and Ta2O5, were initially ground and mixed using a planetary ball mill with zirconia balls and ethanol. The resulting mixture was then calcined. After calcination, the powders were re-ground using planetary ball milling. These re-ground powders were subsequently pressed into pellets via cold isostatic pressing (CIP). Finally, the pellets were sintered, with each pellet covered by its own mother powder to minimize lithium loss and prevent the formation of undesired secondary phases.

**Key Conditions:**
*   **Initial Mixing:** Planetary ball milling for 3 hours with zirconia balls and ethanol.
*   **Calcination:** 900°C for 6 hours in a Pt–Au 5% alloy crucible.
*   **Re-grinding:** Planetary ball milling for 1 hour.
*   **Pellet Pressing:** Cold isostatic pressing (CIP) at 300 MPa.
*   **Sintering:** 1150°C for 15 hours in air, using a Pt–Au 5% alloy crucible. Pellets were covered with mother powder during sintering."
bt0,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,230,12.949,12.949,12.949,90.0,90.0,90.0,0.000832,10.3389/fenrg.2016.00028,No Match,"**Method Name:**
Conventional Solid State Reaction Method

**Procedure Summary:**
Stoichiometric amounts of precursor materials, specifically LiOH⋅H2O (with a 10% excess to compensate for lithium evaporation), La(OH)3, BaCO3, ZrO2, and Ta2O5, were initially ground and mixed using a planetary ball mill with zirconia balls and ethanol. The resulting mixture was then calcined. After calcination, the powders were re-ground using planetary ball milling. These re-ground powders were subsequently pressed into pellets via cold isostatic pressing (CIP). Finally, the pellets were sintered, with each pellet covered by its own mother powder to minimize lithium loss and prevent the formation of undesired secondary phases.

**Key Conditions:**
*   **Initial Mixing:** Planetary ball milling for 3 hours with zirconia balls and ethanol.
*   **Calcination:** 900°C for 6 hours in a Pt–Au 5% alloy crucible.
*   **Re-grinding:** Planetary ball milling for 1 hour.
*   **Pellet Pressing:** Cold isostatic pressing (CIP) at 300 MPa.
*   **Sintering:** 1150°C for 15 hours in air, using a Pt–Au 5% alloy crucible. Pellets were covered with mother powder during sintering."
dti,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,230,12.944,12.944,12.944,90.0,90.0,90.0,0.000834,10.3389/fenrg.2016.00028,No Match,"**Method Name:**
Conventional Solid State Reaction Method

**Procedure Summary:**
Stoichiometric amounts of precursor materials, specifically LiOH⋅H2O (with a 10% excess to compensate for lithium evaporation), La(OH)3, BaCO3, ZrO2, and Ta2O5, were initially ground and mixed using a planetary ball mill with zirconia balls and ethanol. The resulting mixture was then calcined. After calcination, the powders were re-ground using planetary ball milling. These re-ground powders were subsequently pressed into pellets via cold isostatic pressing (CIP). Finally, the pellets were sintered, with each pellet covered by its own mother powder to minimize lithium loss and prevent the formation of undesired secondary phases.

**Key Conditions:**
*   **Initial Mixing:** Planetary ball milling for 3 hours with zirconia balls and ethanol.
*   **Calcination:** 900°C for 6 hours in a Pt–Au 5% alloy crucible.
*   **Re-grinding:** Planetary ball milling for 1 hour.
*   **Pellet Pressing:** Cold isostatic pressing (CIP) at 300 MPa.
*   **Sintering:** 1150°C for 15 hours in air, using a Pt–Au 5% alloy crucible. Pellets were covered with mother powder during sintering."
7gm,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,230,12.952,12.952,12.952,90.0,90.0,90.0,0.000631,10.3389/fenrg.2016.00028,No Match,"**Method Name:**
Conventional Solid State Reaction Method

**Procedure Summary:**
Stoichiometric amounts of precursor materials, specifically LiOH⋅H2O (with a 10% excess to compensate for lithium evaporation), La(OH)3, BaCO3, ZrO2, and Ta2O5, were initially ground and mixed using a planetary ball mill with zirconia balls and ethanol. The resulting mixture was then calcined. After calcination, the powders were re-ground using planetary ball milling. These re-ground powders were subsequently pressed into pellets via cold isostatic pressing (CIP). Finally, the pellets were sintered, with each pellet covered by its own mother powder to minimize lithium loss and prevent the formation of undesired secondary phases.

**Key Conditions:**
*   **Initial Mixing:** Planetary ball milling for 3 hours with zirconia balls and ethanol.
*   **Calcination:** 900°C for 6 hours in a Pt–Au 5% alloy crucible.
*   **Re-grinding:** Planetary ball milling for 1 hour.
*   **Pellet Pressing:** Cold isostatic pressing (CIP) at 300 MPa.
*   **Sintering:** 1150°C for 15 hours in air, using a Pt–Au 5% alloy crucible. Pellets were covered with mother powder during sintering."
